	0	1	2	3	4	5	6	7	8	9
96	-4040371.0	-7428020.5	0.18358	-13281899.0	0.35653356	-3661231.8	2308137.0	-5507258.5	0.17601548	0.60946554
97	7552249.5	983647.4	0.3251446	-4705245.0	0.26067853	-727877.44	3506639.0	2632324.5	0.18078716	0.6000752
98	-5272628.5	-448530.66	0.18105908	-3036673.0	0.24531682	954987.25	-2397559.0	-7685428.0	0.18475388	0.5979726
99	-5980085.0	3277208.5	0.18049438	1675560.4	0.32794166	2366738.5	5963748.5	-3843055.2	0.17739509	0.58508027
100	-3308607.2	3410700.2	-647113.5	-2736104.2	5818339.5	0.51219785	0.87652874	10317127.0	47117.195	-9472378.0
101	6026479.5	3401550.8	391982.75	-3615697.5	-6740917.0	0.49368083	0.6910106	-642033.0	-2434425.2	2636100.5
102	12098859.0	5962615.5	-10594219.0	-8237051.5	164765.23	1.027227	0.7667448	-10471030.0	2698582.5	-1500779.2
103	-6295893.0	4053372.8	-10061855.0	2183713.2	6047943.5	1.0001545	1.0139165	-10334768.0	-10582634.0	-9500432.0
104	-746922.0	2042848.2	133713.72	-1553743.4	-1685766.0	0.8771799	1.0165793	9769014.0	2531515.8	1655777.8
105	-768720.75	-14352246.0	-7563089.0	-4318467.0	7173394.0	1.037263	0.89208317	-2540283.2	355921.75	-4039261.0
106	-4867966.0	-2900726.0	-8636220.0	-3071090.2	-443217.44	0.8173471	0.76762754	-14477335.0	2689896.8	-4833213.0
107	9705631.0	-3229532.0	4441203.0	-11115995.0	453286.5	0.8330061	0.4442164	-4729089.5	7164770.5	967145.94
108	-3507654.8	-8048188.5	-5707204.5	-7748304.0	156877.12	0.92882085	0.7294959	-12835205.0	-364937.88	-557079.06
109	1632422.4	6178687.5	-8016464.0	-10034731.0	7479641.0	0.44759503	0.5198662	1774424.1	-3596696.8	-7270626.0
110	-4473462.0	0.9524536	0.6896473	6272036.5	-8755026.0	0.29254377	-6931159.0	2869584.8	4252771.5	4263276.0
111	-7424973.5	0.98307765	0.62651986	-241163.81	-7689253.0	0.5557398	-3306997.8	-9829049.0	-5463008.5	-11008166.0
112	-1555978.4	0.8675685	0.8914249	-1975996.8	11520382.0	0.90067387	2719636.0	7868004.0	-2264443.2	2672810.2
113	5488838.5	0.5941909	0.54780394	-9598254.0	-3254591.5	0.6858844	-9077372.0	-6858563.5	6005196.0	-1062796.0
114	-3489419.2	0.47449732	0.222624	4561903.0	-1960716.6	0.37613562	-10083047.0	-6754684.0	5240991.5	4494602.5
115	-333916.34	0.6152942	0.91021514	-1990200.0	-8047943.5	0.663223	-13142027.0	-4442849.5	-8187012.0	-11681201.0
116	-4936342.0	0.98370117	0.85191673	3759813.8	-4053326.2	0.7455964	-1753950.4	1093079.9	-5680672.5	1345503.0
117	2367761.2	0.51307803	0.813737	1219489.1	773311.06	0.96510756	-6588470.5	3926615.5	-13220838.0	3261761.0
118	-224115.73	1.0202391	0.45878932	1422652.8	-13009714.0	1.0013937	314398.47	-11205366.0	4337281.0	-14163614.0
119	8832673.0	0.951312	0.49769023	1811949.4	-5595136.0	0.48233905	-2393269.2	-5364853.5	1202862.0	-15811547.0
120	-746911.1	-7206560.0	0.24375704	-8030023.0	8631122.0	1054690.1	823015.0	1072588.0	3421350.8	-2384535.0
121	6729986.5	5559504.5	0.18589722	-1407525.4	-208200.23	3718881.8	9683000.0	722921.3	1918492.9	894006.44
122	-10451061.0	-6844599.5	0.18585584	1836775.8	13416438.0	8231827.5	-6404245.5	80812.055	-5928810.5	-3395769.5
123	704009.9	-1635548.6	0.25301743	-11532655.0	6102830.0	2159367.5	-5069408.0	2458701.8	-269821.8	-4614128.5
124	2328221.2	5465491.5	0.1694261	-3589142.5	2690894.8	-5324411.5	-7734084.0	-2769766.0	743496.5	-7727139.5
125	-13737047.0	1088766.9	0.22229338	9643120.0	-10634398.0	791956.44	-410760.47	-13070548.0	-4163963.2	3607499.8
126	-9416233.0	-12723903.0	0.18876803	-3445844.2	-9050313.0	-749410.8	8891028.0	4844578.5	698414.6	6946203.5
127	-111831.83	3250465.8	0.29185808	-277599.97	-1957275.2	6888953.0	-5609223.0	-9839804.0	227957.0	-468434.88
128	-3924154.5	-2426177.8	0.18416199	-1236130.1	-9612052.0	-2017015.9	-6039113.5	7316797.0	7145850.0	-2423693.8
129	-4760228.5	4330999.5	0.20723508	-3334877.2	-1351016.0	4907637.0	12172909.0	4748501.0	-1926599.6	915636.3
130	0.2601896	-518245.1	3592065.8	-5412882.5	-1058844.1	172176.47	-10171113.0	-2170164.5	-9698029.0	-2735388.5
131	0.38545582	4062657.5	-10248263.0	-1017882.56	6106636.5	-2032628.9	3969301.8	2396606.8	3988471.5	-1139506.8
132	0.2639488	-6751314.0	7744019.0	676121.2	3786573.5	2417115.2	-8497449.0	-10716158.0	2797318.0	-4038050.5
133	0.28847086	809402.44	-10924975.0	561411.25	4411979.0	2404020.0	-5637431.0	-6669378.5	-14960458.0	8293391.0
134	0.4070494	-3294186.2	-1713895.0	5116780.0	6243248.5	4626993.0	-7480113.5	5625741.0	-5967334.0	1959925.9
135	0.21947345	-442749.06	-1343549.4	-179071.53	-5889748.5	-1911730.4	1347546.6	-1040769.56	-4432835.5	-4025095.5
136	0.5595489	6980166.5	5940739.5	-4537591.5	-1749223.8	-7671454.5	-1261953.8	-1078953.5	4099594.2	5237441.5
137	0.18866214	-9493115.0	602707.06	3990007.5	2341162.0	-9336794.0	2068247.8	-16789528.0	1537510.8	-1418368.4
138	0.36977923	-2847794.0	-449359.47	-6325676.0	-6406185.0	-4048046.5	-3579077.0	3624843.0	1907434.0	-845696.4
139	0.41891953	-1397033.9	-4642484.5	11876596.0	3521495.0	-8081215.5	-1661486.1	4016864.8	-6590093.0	-14802644.0
140	-410559.2	-535276.7	-454761.16	-1772778.5	0.23026107	536309.06	3420866.5	1411949.1	0.1739756	0.6064357
141	-8557532.0	-3564122.2	-1725518.4	-789765.25	0.21531588	-8836211.0	3394466.5	1898939.8	0.17481498	0.597558
142	-2865589.8	-7184500.0	-1382208.9	-3303219.8	0.182947	6679358.5	-2553342.5	1021738.1	0.1793895	0.6109139
143	-6008104.0	5602821.5	-8148616.0	-555240.94	0.22961985	5752465.0	-7911.158	2000894.2	0.17693324	0.61470395
144	-1594790.4	8718712.0	-7171131.5	-1863717.5	0.17779867	-2781847.0	9524440.0	666408.6	0.18221869	0.6181887
145	8729937.0	-2363143.0	2991499.5	2234717.2	0.1804617	-2170039.2	-6479710.0	-10947382.0	0.17650081	0.652076
146	-6924629.5	-622057.6	11574031.0	6788089.5	0.1833932	7638797.0	1862346.8	6990168.5	0.18518804	0.61550605
147	-1569970.5	-4047389.8	5153437.0	-6144695.5	0.19461302	-2523066.5	-1611266.0	5364030.0	0.17882177	0.5912957
148	1662442.0	-10398409.0	4202253.0	4062569.2	0.26039013	2989347.0	-5275520.5	-743991.94	0.17821437	0.59822756
149	-2332614.2	6740156.5	-3292202.8	9604981.0	0.5271859	-2152880.0	-596333.7	-4796770.5	0.17876421	0.9200246
150	-1949088.5	10885756.0	362212.88	-820237.8	-5154874.0	3188923.2	-588843.6	6559592.5	9828690.0	-1828184.5
151	4880333.0	2128571.0	-3019393.0	-869931.56	5441766.0	3803033.5	3610097.2	-4674375.0	6829495.0	-2313738.2
152	-9126000.0	5887056.0	1382780.8	-11463842.0	7902066.5	-2128320.0	169923.31	-6907161.5	9660086.0	10494652.0
153	150031.86	-988725.94	1495784.9	2362244.0	-2585086.2	1466508.4	1067857.9	1602936.8	2187093.2	-2847343.8
154	202842.9	376478.12	-3315649.0	2412458.5	14257487.0	439758.6	6956604.0	-3477609.8	6553572.0	9654203.0
155	-3304100.5	-2867826.0	-6769432.0	-9891543.0	-2771179.8	-356462.0	-1310125.5	504013.16	-1482695.6	2226990.5
156	1004937.2	4766056.5	-2821077.0	-5367934.0	-5775046.0	-2121584.5	11478269.0	-3406872.8	1354672.1	7692868.5
157	-401701.28	-876637.94	-2236786.0	-301900.06	-10910319.0	4042408.5	7076505.0	-1708593.0	18449.295	-4914766.5
158	-4053815.0	1743974.1	1579371.5	-8429136.0	-618807.1	5560100.0	3950400.2	3966217.0	-1873074.8	-481517.0
159	-5192277.0	-4230244.0	8772444.0	-6509428.5	-2047252.0	-4349882.5	-6632557.5	-4570123.0	-3864631.8	-2807945.5
160	-9881729.0	-9664189.0	608361.5	-4109029.8	-7825218.5	-1588635.2	269139.3	1367764.0	5134187.0	0.97673905
161	-13895283.0	-5068388.0	6657391.0	769679.5	-1325980.4	8101436.0	-392213.28	-2267830.5	-9850246.0	1.0570109
162	9655514.0	-2651808.2	-4834692.5	8922145.0	421032.88	-9671649.0	3593118.0	-7246898.5	3894495.8	1.0607365
163	-3154081.8	2713943.2	6016537.5	-7176008.5	249573.72	-4133703.2	-7033636.5	-2739095.5	-6394740.0	0.92442566
164	3283773.5	-909335.6	3093061.5	-166381.89	-5882354.5	-2628247.8	1372508.6	-1550063.9	239905.08	0.8661865
165	3162780.5	6788338.0	4998294.0	-1007383.3	-2563267.8	9987476.0	8954950.0	632757.1	-1083049.4	0.9764958
166	-4683548.0	3093425.5	1721025.4	-1106523.8	698906.44	4158923.5	1952995.5	9559209.0	-7112877.0	0.99323773
167	5252124.0	-7512648.5	-1976962.5	-3488438.5	5800399.0	8522619.0	-10094322.0	4129264.5	-2810340.5	0.89842135
168	-2812308.5	-5505657.0	-4002523.5	6025955.5	7585887.5	-1151697.5	-4493159.5	-6633009.5	1220825.4	1.0031236
169	-9652177.0	-3216461.0	-1424232.8	-1963457.0	-1386890.8	-966766.7	-4679303.5	-3574034.2	3609804.2	1.0032705
170	0.4424744	-4098367.0	-9592609.0	7137173.5	0.17423326	0.17784317	6749682.5	0.17949556	-6031271.0	0.5994054
171	0.1808217	-889123.7	-109988.07	-8009794.5	0.2700054	0.18306345	-8074335.0	0.18074806	-575952.1	0.5943137
172	0.56631327	4236064.0	2691368.2	2760780.5	0.2676445	0.25057292	-4501605.5	0.18055467	-3059128.8	0.5566232
173	0.3903285	-368555.44	-7252680.5	5505718.5	0.28209803	0.18163233	5052387.0	0.20589498	389117.34	0.60258704
174	0.5610661	-3479032.0	-6026561.5	-2942658.8	0.34449118	0.18075298	-3383654.0	0.18075943	3190116.0	0.596192
175	0.41126147	3192971.2	6831598.0	-24600802.0	0.2940332	0.18290581	12806413.0	0.18000408	534530.3	0.5962204
176	0.5321277	7397688.0	2045038.5	653317.9	0.5291075	0.2611517	4333633.0	0.26525593	-14777095.0	0.64309716
177	0.17172226	1308559.9	-4044888.2	-4958185.5	0.28240597	0.18720046	609245.06	0.17996784	92633.664	0.60388976
178	0.36884385	4985571.0	314303.9	2816173.0	0.27226347	0.17901245	2749057.0	0.18031986	12270162.0	0.5980813
179	0.46392238	3385664.0	-5542664.5	-2432876.0	0.2543799	0.17960747	8733408.0	0.17971316	2023612.0	0.6085213
180	0.42270416	-1773845.6	4536805.0	-2338644.5	-10811879.0	1474528.2	0.22084205	350693.8	1699825.6	-3235561.5
181	0.27701187	-915581.9	-4841148.5	-3853994.2	-4340829.5	-12928943.0	0.34398633	-2548892.0	-12499457.0	-1594688.5
182	0.795545	-1655443.0	-7909105.5	-4924985.5	925387.8	-1952387.0	0.5372487	-6981007.0	3475403.8	1176985.9
183	0.4594423	-2420119.2	-9802013.0	-1907487.8	4589295.0	-347603.53	0.5577659	1128072.5	-2444155.2	-5163328.5
184	0.3187078	575723.06	11370869.0	-9469339.0	-3417835.0	1113551.8	0.5994579	4361346.0	11918818.0	-8219710.5
185	0.30468667	-1193719.8	-762714.06	2201330.2	4546876.5	-2713956.0	0.19189477	566815.56	-5795890.0	1295702.1
186	0.17576246	2730154.2	6588382.5	7207162.5	2770883.2	-295687.84	0.17961757	-1886900.9	3763211.2	4256573.0
187	0.34574968	-3809049.2	-6136158.5	8443758.0	4882160.5	2696905.8	0.17884924	-675501.94	-11361430.0	-7196927.0
188	0.18281887	-315846.78	-3683946.0	-2974206.8	-1994556.5	-6108781.0	0.3027077	1188145.0	2552539.0	-1822015.8
189	0.36146858	-143029.84	6184028.0	-12261030.0	4298364.5	-2854296.2	0.44241852	1085389.6	-10204379.0	3783443.8
190	-3749857.8	976098.6	-1482682.1	1243768.1	708247.0	237405.17	-14209942.0	-1688316.9	508523.72	-7256136.0
191	-2352848.2	-6329828.0	1026971.06	-8158102.5	4742703.0	-4251027.0	-2833317.2	-3999243.5	-3789082.5	-7192097.0
192	-1497279.0	-5062651.0	1853187.2	-5698955.0	2342636.0	-215667.8	1221699.5	2635500.2	-3347541.0	2087502.6
193	-5253381.5	-4588459.5	-4692084.0	10961444.0	-762451.7	-6632616.0	-3826688.8	-5988814.5	1325223.6	-1361929.4
194	976217.5	6099553.0	1101004.1	-5869164.5	-1962412.4	2776269.2	-5647250.0	3804455.5	-6035706.0	-2645792.5
195	8818666.0	713803.4	-765271.25	-2508594.8	-6091892.0	-9610330.0	-298486.47	-8519100.0	7998408.5	8482740.0
196	2625924.2	2686216.0	-1902775.4	3037187.2	1730677.6	-268799.1	4882094.0	894339.2	442545.9	-5264129.0
197	1749271.0	-7165320.0	-4714955.5	3213654.8	-1346954.9	4213138.5	-8299201.5	7813049.5	-495339.06	-4487021.0
198	4111864.0	1770391.2	-14052564.0	5374554.0	7928462.0	-2537429.8	1603084.1	1807505.1	8452316.0	-6802416.5
199	15009876.0	464739.25	7356885.5	7378913.0	-8575117.0	-7693204.0	49916.977	-6932892.5	-5287193.5	-8682185.0
200	0.6771678	876388.75	0.5871976	3536401.2	-8968762.0	-1668074.1	-5385984.5	0.8884119	0.39081112	0.99342185
201	0.6467317	-3793770.0	0.96666086	3083967.5	-8701029.0	3717661.8	-3301024.5	0.94821787	0.25767815	0.98945624
202	0.52907485	5564663.5	0.7926858	-12722289.0	-10993556.0	6343111.0	6505528.0	0.23397869	0.18565127	0.988475
203	0.7647791	-10233403.0	1.0080981	1842406.1	-9217284.0	-4521341.0	-9840695.0	0.19844502	0.35457397	1.0246083
204	0.9682976	-940886.06	0.99300236	-1477662.0	1303306.6	-1006478.2	1302773.6	0.9648737	0.25817955	1.0125676
205	0.9316581	163041.1	0.87211895	-8252833.5	5844370.0	-13707408.0	3484380.0	0.9588599	0.97903097	1.0141687
206	1.0287971	-7883541.0	0.6148688	3020091.8	5576956.5	-2899080.2	7443171.0	0.89506	0.6993858	0.9959475
207	0.94480217	-553895.4	0.9112099	-4564706.5	-6113581.0	3925213.5	5799631.0	0.49951178	0.6671798	1.0057646
208	0.8326582	-2430771.2	0.51905787	-2694571.8	-7925656.0	8567346.0	1002638.6	0.43827924	0.17540324	1.0334022
209	1.014633	3628579.8	0.4157317	-7698491.5	9282535.0	3849503.0	849295.0	1.0750078	0.9733168	1.0213271
210	2611322.2	-4513240.0	70229.945	10813072.0	-1231688.1	6853947.0	-3492510.5	7830581.0	0.16544257	-2460501.2
211	-932758.6	-2535998.5	-1581144.8	-1224184.2	3533569.0	-7382925.0	436942.44	-4749363.5	0.17700092	-525657.3
212	6595952.0	-9566956.0	-1852855.6	-7726965.5	14439299.0	7637621.0	-4609419.5	-5386108.5	0.17713612	-8240227.0
213	-1623414.0	-13564282.0	-1535012.6	8142078.0	12198.134	1644730.9	-3049434.0	4638564.5	0.18013781	3987261.0
