X_tilde,Y,X,Z
-2.985796851,1.514840531,NA,0
5.022778874,2.191661212,NA,1
-1.728367808,3.617848431,NA,1
1.080741628,-1.287336276,NA,0
-1.59751933,1.07885738,-0.965283263,1
0.332911368,3.570334843,NA,1
-1.134750952,0.808677494,-0.253452187,0
-1.779988308,-0.301616955,NA,1
0.924257089,2.52994276,0.719037943,0
0.267491582,2.294505369,NA,1
0.915789516,0.032495615,NA,0
-1.371317189,4.568690474,NA,1
4.382878756,3.484044574,NA,1
-1.686173889,1.606477294,NA,0
2.820710293,3.829765269,NA,1
1.628392963,2.992352348,NA,0
-2.364703004,0.928913456,NA,0
0.435519943,3.216577911,NA,1
1.420458139,2.53471816,0.183520502,1
0.122362662,2.751386937,NA,1
-0.131417349,1.859570808,NA,1
2.1967812,-0.197435929,NA,0
-1.386024993,4.816124103,NA,1
2.172322822,0.894317697,NA,1
-0.284769532,0.910825786,-0.835662108,0
0.371248749,1.59164714,0.643386716,0
-0.015675059,1.70267984,-0.101700124,0
-0.238330655,0.63884388,NA,0
0.754826485,2.489026696,NA,0
0.874323598,1.963451257,NA,1
0.729692122,1.909402638,NA,1
2.573986097,2.950306013,1.817123844,0
1.313073309,3.852419589,NA,1
-0.549908385,2.039005083,1.008374666,0
0.54151768,-1.547909739,NA,0
-0.67833707,1.264404207,NA,0
-3.638927092,-0.584293403,NA,0
0.215333366,0.289667319,NA,0
4.165494564,2.457228078,NA,0
-1.963615309,1.833618673,NA,1
-0.810088198,-0.269418978,-0.059944171,0
4.421595571,4.329877277,1.994330053,1
-0.688648478,0.858068882,NA,0
-1.68183803,0.655124659,NA,0
1.645514605,0.463960438,NA,0
3.419000356,1.592559686,NA,0
1.133357236,-0.15133487,NA,1
-0.341880803,0.805793266,NA,0
0.387187466,2.922447339,NA,1
-3.312851531,0.525344287,-1.446022288,1
-0.701397708,1.820991624,NA,0
-1.61346437,2.323613973,0.520964711,1
0.618861852,2.113660428,NA,0
-3.05151549,-0.879398579,NA,0
-0.481835761,-0.040899611,NA,0
1.154465425,1.419304014,0.93585446,1
2.174031833,2.231649655,NA,1
0.600493253,0.883757884,NA,1
1.398934762,2.314861854,0.744601951,1
-0.774085707,-1.20559323,0.005343222,0
2.916140633,3.276530514,NA,1
0.298635741,-0.136339033,-1.869566106,0
-1.483715978,3.377339377,0.307127819,1
-4.079205839,0.546531465,NA,1
-2.02867105,0.627912238,NA,0
2.197582923,4.477781071,NA,1
4.930352342,3.298972997,NA,0
2.035906758,3.097113931,0.290012515,0
-0.350231613,0.716778276,NA,0
-0.196906273,2.659481828,NA,0
0.20013622,3.25474505,NA,1
-0.164564338,-0.291657026,NA,0
1.529425519,2.17582954,NA,1
1.750217726,4.581735862,NA,1
-2.544223027,-2.443002325,-1.370171128,0
1.123660526,1.157068795,NA,1
-0.857512588,1.500169925,NA,1
-1.708845149,-1.232038739,NA,1
-0.481661184,3.332309266,1.027187323,1
-0.180643244,1.92739645,1.510675344,0
0.680111099,2.30767466,NA,0
6.487325573,2.333474478,NA,0
1.361959791,2.235489682,NA,1
0.335440429,2.015749621,-0.065869856,0
-1.763307795,1.203394071,NA,1
2.812686044,1.526194672,NA,1
0.71140631,0.290256837,NA,0
1.505734415,1.074493443,-0.011367685,0
-0.678375311,0.727046207,NA,0
-2.045102558,-0.61700604,NA,0
-1.398543237,-0.315766358,-0.604647616,1
-2.093569283,3.645287426,NA,1
4.237582375,1.478953511,NA,1
-1.765423049,1.290105481,NA,1
0.022246235,-0.979585988,NA,0
-1.557643093,0.340878046,NA,0
-1.911539065,3.717662317,0.615225363,1
2.391080361,2.742382587,NA,1
0.630698686,2.316213222,-0.1159198,0
0.941266374,1.868751415,NA,1
-0.437909641,3.810021167,NA,1
-0.575842376,1.388851428,NA,0
2.314438004,1.189651568,NA,0
-0.228930158,1.042954304,NA,0
-1.943278397,0.951093421,-0.297701581,0
2.277025538,3.491281224,1.580862912,0
-2.014471291,-1.378704701,-1.670859511,0
-0.096537261,3.767074253,NA,1
1.170286514,2.500501492,NA,0
-0.868155553,2.014656127,NA,1
2.072169745,-0.208315718,-0.005613842,1
-3.54812705,-1.068648622,-1.365145209,0
0.686147004,0.891650299,-0.064697884,0
-1.408698531,0.263484884,NA,0
0.140454989,2.433764808,NA,0
-0.181856084,-0.421210373,NA,0
-2.379456639,0.153114159,NA,1
-2.419373337,-1.015624153,NA,0
-2.169111104,-1.70059027,-0.656941827,0
-5.929816322,1.692308762,-0.608308189,1
3.289275626,2.565823564,NA,0
0.532528624,2.518525165,NA,1
0.534567908,1.967264585,-0.831244678,0
0.913489795,3.372394109,0.1501645,1
-2.759357697,1.25752257,NA,0
2.931737843,3.713742858,2.707950166,1
1.378092857,2.339609519,NA,0
2.848928478,4.755486834,NA,1
2.922847723,5.105551019,NA,1
-0.593577296,2.654321358,NA,1
-2.857950066,2.429825008,NA,1
1.715545835,2.597643351,NA,1
-2.11366211,-1.302360973,-0.412379337,1
-2.473653981,1.943076509,NA,1
1.883049781,-0.17522341,NA,0
2.2765524,0.955642491,NA,1
0.505317963,3.598464854,2.567120132,1
-0.026363885,3.401813236,NA,1
-0.467501973,1.128901647,NA,1
3.933455356,3.65563823,NA,1
0.133329786,-0.689140408,NA,0
1.111990412,4.084229396,2.14970583,1
-1.379407146,0.872000304,NA,1
2.014445893,-0.428543842,NA,1
1.799529569,0.298854978,NA,0
3.40827333,3.63288806,NA,0
-2.07936411,3.943097565,NA,1
1.738420673,0.37453659,NA,0
0.462933589,2.121054355,NA,1
-3.017043104,-1.1175994,-1.490300765,0
1.358863402,-0.826367,NA,0
2.932836067,2.245251755,NA,1
-1.348964502,-1.522800698,NA,0
-0.970126755,3.4062609,NA,1
3.065714857,0.592601401,NA,0
0.18740393,4.351106575,NA,1
0.808791023,3.727201638,0.744310333,1
-1.60246756,-1.785342701,NA,0
3.608086154,1.757671234,NA,0
1.119195666,2.827152584,NA,1
-1.407376592,1.067368911,NA,0
-0.266024109,3.223135807,NA,1
1.269781422,1.194083069,NA,0
-0.060726832,2.989247061,NA,0
0.978008205,4.676968966,1.475462726,1
1.572264519,4.723691287,NA,1
4.476653436,4.929028151,NA,1
-3.257984507,-0.143162475,NA,1
-4.094051417,2.2263591,NA,0
-1.3652563,-0.563732683,NA,1
0.386965155,-0.985863773,NA,1
-1.775439088,1.376263157,0.104596473,1
0.295432894,3.208874982,NA,1
0.670725917,1.219195518,NA,0
0.533009289,0.939864449,NA,1
0.101808696,-0.477479487,-2.176631319,0
2.463805796,0.417412735,NA,0
3.260108835,1.239917548,NA,0
2.229231408,3.34130438,NA,1
-1.312471345,2.572331364,NA,0
-0.517802476,3.121991884,NA,1
-0.315150265,-0.760992105,-1.442578881,1
-0.646835022,3.088718714,0.834638546,1
1.838213735,2.580175263,1.254364451,1
1.041066822,3.176221655,NA,1
0.140411072,1.942086855,NA,1
-0.095165266,1.047516948,-0.288239201,0
3.469703991,1.263678128,0.568316412,0
2.634487483,1.712014849,NA,0
0.77119816,0.555081347,NA,0
-0.406520102,0.354480316,NA,0
3.246178649,4.887245711,NA,1
-1.644934538,0.609527503,NA,1
-5.438954388,0.674566021,NA,1
3.73040437,-1.122098312,NA,0
1.364589977,2.581056356,NA,1
1.403399168,2.856568297,NA,1
1.067992989,1.614061161,NA,0
2.05789507,2.418746099,NA,1
-1.117099612,1.984834643,NA,1
1.666439212,3.325007748,NA,1
0.613975881,1.115244554,NA,0
1.709927505,2.77955219,NA,1
2.108795577,1.721372829,NA,1
-3.323334754,-1.104544094,NA,0
5.160928676,3.267664035,NA,1
2.833414968,2.308181196,NA,0
0.633942051,2.332224824,NA,1
-1.011928563,3.10010705,NA,1
3.765114813,4.396037325,1.401812709,1
0.187031412,-0.094576824,-1.335116695,0
-3.427179808,0.006204749,NA,0
-0.721490228,3.185194491,NA,1
5.306392125,2.038330223,NA,0
1.43691697,3.08970637,NA,0
-0.260049132,2.816141616,NA,1
-1.98380429,1.036477371,NA,1
-1.741977024,2.931163852,NA,1
0.483836859,-1.990204724,NA,0
1.758440614,0.506035642,NA,1
-0.738071523,4.559938107,NA,1
-2.169203547,2.325193567,NA,1
-1.636840765,4.614196064,NA,1
-4.384667856,2.188374383,NA,0
0.387479722,3.40114941,NA,0
-2.575194968,0.912059839,NA,0
1.658461969,-0.641838578,-0.009852168,0
0.447782027,-0.652753145,NA,0
-0.517140443,1.770755005,NA,0
-2.720851734,2.771739352,NA,1
-1.546963856,0.78821487,-0.193309204,1
1.249170731,3.205596514,NA,0
2.85054906,1.379222061,NA,0
-1.734730357,-2.061290446,-0.850446474,0
0.118916533,0.561865272,NA,0
1.940330697,1.6742066,NA,0
-0.226925874,-0.429896465,NA,0
2.84249814,2.493385481,NA,1
-1.873229208,0.12538609,NA,0
-3.831416679,-0.622466244,NA,1
2.024567774,0.451312861,-0.60127578,0
3.273787191,3.644424269,1.505029969,1
-0.787811747,4.246639958,NA,1
3.149762104,1.820384575,NA,0
2.571157082,1.315786128,NA,1
-1.565346405,1.731928521,NA,0
1.185798772,2.675214119,NA,1
2.564403297,1.11276922,NA,1
1.335162936,1.462357247,NA,0
0.565200648,0.831598835,-0.830760896,0
1.301610457,-0.830944813,0.138160801,0
-2.219193348,-1.521998029,NA,0
2.7592695,1.738256263,NA,1
-1.248920747,2.514576964,NA,1
2.447787957,1.49957529,0.087615515,1
2.054019717,3.121250632,NA,1
2.691013508,3.698413368,NA,1
0.996138824,2.291837892,NA,1
-0.395608834,0.835412609,NA,0
-1.233344382,2.582960404,-0.997220121,1
-7.064817185,-0.21284258,NA,1
-1.723155821,-0.013882578,NA,0
2.951624227,0.999075286,-0.774707235,1
2.233201152,0.368042322,NA,0
1.206483036,1.91736137,NA,0
-3.747200595,-0.293171581,NA,1
1.038392325,1.167532229,0.382530433,1
2.91137332,2.126265524,NA,1
2.164617119,-0.108344125,NA,0
-2.098987497,3.056020279,NA,0
-4.211323866,1.42636018,NA,0
1.387743153,0.299278835,-0.070538717,0
2.063194758,4.45614535,1.516580408,1
0.578585949,2.015049136,NA,1
0.561064124,3.613323689,NA,1
3.270781638,2.232127843,NA,0
-3.381861418,1.534498796,NA,1
4.300203114,3.248438778,NA,1
-1.001119886,1.648608692,NA,0
4.23460305,4.99305004,2.105714992,1
1.983919268,0.245555167,NA,0
-1.925807905,1.872041637,NA,0
1.485393788,-0.310907534,-1.356784836,0
-1.499921953,3.312027559,NA,0
-2.758528999,0.650968587,NA,1
-1.473355894,2.079086816,NA,0
1.808358814,3.395455651,NA,1
-4.010093845,-0.655971163,NA,1
-4.127335595,2.072168491,NA,1
-2.661271544,0.276062488,NA,0
1.171903484,1.445929599,NA,0
1.567157808,0.120171855,NA,0
0.054860455,1.441278437,NA,1
2.845614863,4.162216268,NA,1
0.443863755,4.194772601,NA,1
4.76991936,3.168689563,NA,1
0.096570583,-0.239538345,NA,0
-1.960633928,0.402652421,NA,0
0.535625519,2.026056911,0.660849307,1
2.520035605,3.492911494,NA,1
-0.511700378,1.90390025,0.784037438,1
0.478006013,3.541120955,NA,1
-0.266282639,3.146522208,NA,1
2.358006593,0.672193141,NA,0
1.573474617,-0.956803652,NA,1
0.422209331,1.521192569,NA,0
4.464554149,5.460200967,NA,1
-1.760347955,4.572629342,NA,1
0.676376819,1.759748171,-0.038643871,1
2.451137715,1.693834599,NA,0
-0.977180091,0.841642568,-0.68638727,1
-0.481001917,1.537302002,NA,0
3.389928028,2.020573326,-0.061541792,0
-0.263089533,0.532019183,NA,0
1.260643494,3.477125586,NA,0
-1.872363866,2.1639742,NA,0
1.428316221,2.542740641,NA,1
-1.386022369,0.495591545,-0.554816077,0
-1.782062904,-0.601320358,NA,0
0.467564794,2.587348974,NA,1
-0.529550809,3.28911794,NA,1
-0.693342648,0.496658471,NA,0
-3.645608585,-0.982521109,-0.729755496,0
-3.421606035,1.170465622,NA,0
-0.45295026,0.37769781,NA,0
-0.653719696,1.844526096,0.873450017,0
2.146998361,1.325759987,1.186291674,0
-0.11729666,3.258553092,NA,0
1.677505199,2.75817525,-0.207312596,1
0.733845875,1.294262841,NA,0
2.331029789,2.829824085,NA,1
1.273112037,2.032658334,NA,1
0.803774444,2.049161954,NA,0
-1.052326161,1.402563359,-0.626377819,1
-1.526597878,4.004548466,0.248815917,1
3.850968931,5.641426378,NA,1
3.251011167,1.097281201,NA,1
-1.182349775,0.861818278,NA,1
-0.207054523,0.805870461,NA,1
-0.146301185,0.812922016,NA,0
0.844818365,0.990180588,NA,1
4.863920162,1.544170212,1.702236987,1
-3.098982259,0.679446947,NA,0
-2.449885398,0.164562734,-0.557780419,0
1.111463269,0.565810213,NA,0
0.337715355,2.190935961,NA,1
0.772943466,2.300083922,NA,1
2.0434085,1.745629239,0.047149786,1
-5.448005879,-1.18128217,NA,0
-0.197089008,3.686968935,NA,0
1.265070395,3.110128438,NA,1
3.056738233,7.07469581,3.087083675,0
-0.358212315,3.721124568,-0.442455516,1
0.13977766,2.181379423,NA,0
1.722395721,4.301070563,NA,1
-0.235578052,0.052587831,NA,0
1.27902737,2.53697567,NA,1
-2.527973581,0.545525525,NA,1
-2.524853911,1.382835875,0.792950813,0
0.449912667,2.25523528,-0.389252953,1
1.070873551,2.091944121,NA,1
-1.149594965,0.418096756,NA,0
3.654220822,1.173792929,NA,0
-3.827971091,-1.966978096,-1.507019582,0
0.482231307,1.402169255,NA,0
1.606856014,2.716204309,NA,1
-0.86948695,1.257705156,1.244485181,1
0.103338818,0.66489243,NA,0
1.697785906,0.006253509,NA,0
-0.365681063,-1.418860451,NA,1
1.885793741,-0.564304126,NA,0
-4.018519662,-0.244103169,NA,0
-3.048163178,1.358263161,NA,0
-1.252578623,0.352335719,NA,0
0.38571615,1.614566059,0.248273448,0
0.11671647,2.518731366,NA,1
0.117010928,1.355611168,NA,1
-2.01835352,4.589321442,NA,1
1.023793823,1.926256997,NA,1
-0.860806441,0.767250514,NA,0
1.2624693,2.273038225,NA,1
-0.953896855,0.857885069,NA,0
-2.381372728,2.361592166,NA,0
1.477041275,0.231088907,NA,0
0.127674419,3.408307357,NA,1
-1.101812915,0.756584165,NA,0
2.795521237,1.216205323,NA,0
0.459872144,1.65671341,NA,0
2.289387095,2.767645948,NA,1
1.979516501,-0.747638095,NA,0
-0.873749129,2.443674663,NA,0
0.061787606,3.366161191,NA,1
-0.607330211,-2.386746195,-0.280815774,0
1.998560359,1.330786119,NA,1
-1.589435905,2.304812521,-0.318397826,1
1.087150046,2.407598818,NA,0
-0.43430543,0.146803737,-0.003067096,0
-2.673551316,4.315683155,NA,1
3.963627284,2.675518892,NA,1
-1.724211988,0.156806434,NA,0
1.730704859,0.533442181,0.846109913,0
-1.565897008,-1.141212966,NA,1
-0.690936298,1.403850378,0.569049665,0
-0.823360077,3.391547623,NA,1
3.988211428,2.17499379,NA,1
-2.454461213,2.525700701,NA,1
-3.069260427,-0.763568972,NA,0
1.221340254,4.408382234,NA,1
1.013504558,3.224324225,NA,1
-0.944946737,2.641439625,0.310240711,0
0.501109023,2.350044577,NA,0
-2.131927734,0.957468781,NA,0
2.032617831,2.019631381,NA,1
-2.241174023,1.651881461,-0.947461542,0
-1.400761303,1.502086004,NA,0
1.242232073,-0.024346899,NA,0
-0.41651821,-0.220363364,NA,0
-2.819956903,2.345695422,NA,1
-2.806593694,1.667590327,NA,1
4.466295185,2.109250751,NA,0
4.545600206,3.857000704,NA,1
1.152894011,-1.092378413,NA,0
0.106010334,0.078066087,NA,0
0.023514069,-0.817983555,NA,1
1.170655069,1.878868478,NA,0
0.195761425,3.794336016,NA,0
0.939910976,0.593818858,NA,0
1.570971765,1.730943579,NA,0
-0.923961946,2.013431574,NA,0
-2.752108512,0.302884147,NA,0
0.126022838,-0.084272653,-1.334513818,0
1.133941932,0.89574446,1.318055373,0
-0.341046939,1.841875085,NA,0
-1.082592616,2.141030051,NA,1
2.799938126,2.194981457,NA,0
0.429912865,-0.247725106,NA,0
0.908914101,0.01191846,NA,0
1.157220185,2.941848499,1.039972089,1
-1.736501518,4.570148769,NA,1
-0.110753544,3.313965235,NA,1
0.450411782,2.192769779,-0.170253472,1
2.009985046,1.879823472,NA,0
-0.974004885,-0.604330893,-0.654192189,1
3.327946525,2.992849745,0.932275762,1
-1.085072547,0.151110807,NA,0
-0.258094331,-1.032469063,NA,0
3.256184744,1.08581322,NA,1
-0.877677249,0.375825205,NA,0
-3.010805153,0.870624852,-0.441583135,0
0.108824705,4.636668261,NA,1
1.06508165,-0.512387252,NA,0
-1.460231212,-1.438594038,NA,0
0.968190787,3.222340124,NA,1
-1.461977956,2.583140751,NA,1
-1.294166841,-0.315444882,NA,0
1.182434876,4.037354445,NA,1
0.000336573,0.990477492,NA,0
2.584565581,1.717726572,NA,1
-1.822570517,4.114137901,NA,0
2.113307491,2.529223059,NA,1
0.330004491,2.263601959,0.181110728,0
-1.661881651,1.819428723,NA,1
-1.275732093,0.365591782,NA,1
2.879952693,0.941321748,NA,1
1.351902461,1.293773899,NA,0
-3.650874738,2.04670202,NA,1
-3.376553021,1.491916849,NA,0
-0.040356025,3.582051051,0.119016244,1
3.123644461,2.312470498,NA,0
-0.564905241,0.680556344,NA,0
-2.642280445,-1.729419898,0.097712773,0
-1.211588241,1.612756951,NA,1
1.68661086,1.239837358,NA,0
0.504709293,0.117965641,NA,0
1.248950762,3.719997529,NA,0
-1.130815856,1.57612283,NA,1
-0.504046185,0.730607095,0.108618383,0
0.18214982,3.418052281,NA,1
2.600035723,3.584054676,NA,0
-2.614721211,-0.346386193,NA,0
0.841376217,5.851824024,NA,1
-2.384422394,1.738237392,NA,1
-3.29926236,0.333349689,NA,0
0.061418208,1.017032907,NA,0
2.113667845,2.785997308,NA,0
-2.88236509,-0.656214769,NA,0
1.658265471,4.27549322,NA,1
2.243821646,4.050707685,NA,1
0.299519478,3.330348438,NA,1
-2.312392282,1.560779235,0.730132986,0
4.444807751,2.092534299,NA,0
0.494238097,2.686323408,NA,1
0.271849966,1.545593357,NA,0
2.65689731,2.145230662,NA,0
-0.830909878,-0.050113872,-0.001333461,0
-3.633969584,-0.068647479,NA,0
-0.278963495,0.80922185,NA,0
-0.518106105,0.244618416,NA,0
1.500050583,2.169309013,NA,1
-1.360790122,3.268880816,NA,1
1.036319099,2.3981056,NA,1
1.793950751,1.934642683,NA,0
-0.828341834,-0.615561182,NA,1
4.236604989,1.209723393,NA,0
1.265878485,3.600515303,NA,1
0.639020524,0.896155239,NA,0
2.966655539,0.26691238,NA,0
2.018396228,1.02683657,NA,1
2.924132401,1.537107112,-0.089479501,0
-2.934070901,2.748714851,NA,0
0.128647241,0.646104377,NA,0
-2.229662667,-1.435136594,-1.093009566,1
-0.784626425,0.476322019,-0.955124669,0
1.726879275,5.553210769,NA,1
-2.231614162,1.043230205,NA,0
0.490672009,2.664803053,1.497285716,0
1.212394356,2.808394262,NA,1
-2.195528468,1.770659771,NA,1
2.701989046,4.124436249,1.23037108,1
-2.335503052,1.482992744,NA,0
-2.185756123,0.97868324,-0.630568815,0
2.950766326,3.241803136,0.658342804,1
2.319698895,2.644580924,NA,0
0.310595997,1.471184467,NA,0
0.534404937,0.981336649,NA,0
1.107703279,1.668100626,NA,0
1.263171422,3.122975293,NA,0
-1.20054537,2.679116779,NA,1
0.731798314,2.485521701,NA,1
0.666292439,3.375604718,NA,1
-2.942920485,-0.388077034,NA,0
-0.31523283,-1.051786098,-0.678436977,0
0.382967595,0.18471811,NA,0
0.774264478,2.262908768,NA,0
-2.390290873,0.974396447,NA,1
0.698902741,0.838868144,NA,0
-1.173005647,0.594784907,NA,0
3.709039438,2.204301559,NA,1
1.476148562,3.302182102,NA,1
2.389731404,3.137699721,NA,0
-0.576610689,2.112494481,NA,1
4.405927119,2.276647703,NA,1
-1.395386198,-0.173143892,NA,0
-2.403224458,-0.329288475,NA,0
-0.128177569,3.284336515,NA,1
4.967053129,3.839942693,NA,0
-0.635071006,1.272267384,NA,1
-1.201472066,2.351232331,NA,1
1.556758331,2.832816577,NA,1
-0.636334234,3.060452417,NA,1
0.243618315,1.632874952,-0.050626951,0
-1.12205807,1.039070883,NA,1
-1.294815756,1.282604086,NA,1
-1.641228606,-1.73008712,NA,0
1.757005326,1.141223542,NA,0
-1.094498362,1.844890253,0.496801679,1
2.99751597,1.071888574,1.037090313,0
-0.679691158,2.505090836,NA,1
0.126685989,0.712327943,NA,1
1.08597553,0.511809314,NA,0
0.063343661,2.766720164,NA,0
-0.002471943,2.295575841,NA,0
-1.621165451,0.13058028,-0.361170567,1
2.184223486,1.961701745,NA,1
3.465047803,1.51498297,NA,0
1.091535382,2.760344039,NA,0
-1.47327457,0.862681968,NA,0
2.615508317,2.556024315,NA,1
0.755150819,1.789415862,NA,0
0.624977443,2.662124291,NA,1
1.590343422,0.437806091,NA,1
2.678877529,1.708094788,NA,1
-0.358985485,2.928204427,NA,1
0.007743356,1.520791899,0.248912828,0
-0.943757076,0.671360273,NA,1
1.577002061,1.801485374,NA,1
-0.939075959,-0.328893085,NA,1
-1.013793276,2.032466273,NA,0
-1.027346153,1.370593495,-0.036599442,1
3.533790197,3.466048322,NA,1
-1.566105538,1.233069147,NA,1
0.747263486,2.991260039,NA,1
-2.357368033,1.240300004,-0.917553418,0
-0.174517608,-0.728475644,NA,1
0.076539612,1.760244574,NA,1
-1.083295362,0.22801952,NA,0
1.684709794,1.25104415,NA,1
0.441740267,1.446511409,NA,0
1.881473288,1.63932549,NA,0
0.38220105,1.839784577,NA,1
3.476440697,2.684907025,NA,0
-2.555221206,1.502291253,-0.917921165,1
-1.945551282,-1.523751739,-1.350559179,0
-2.725134288,1.115025921,NA,0
0.321469095,3.1942884,NA,1
5.762818146,3.567901508,NA,0
-2.489675883,-0.62328751,NA,0
1.552538933,1.29727711,NA,0
-0.249345714,1.246320233,NA,0
-1.991883168,3.955156349,NA,1
1.326253774,1.43361271,0.529632601,1
2.534360099,4.009659323,NA,1
0.420682434,-0.954904242,NA,0
-0.141979975,0.936275475,NA,1
-1.435131653,0.157930028,NA,0
-2.825349631,2.846895839,NA,1
-1.87272356,2.112029841,NA,0
-1.287851836,-0.44007519,-0.521102141,1
2.005513346,2.404012617,NA,1
2.000859065,-0.902509544,NA,0
0.206099987,1.801926613,NA,1
6.300490166,2.857529568,NA,1
-0.717242026,1.53818115,0.627670922,0
-0.875206951,1.154738395,NA,0
1.124329093,1.92509297,NA,0
-1.62921175,2.982780587,NA,1
-1.504225899,2.995952362,NA,0
0.496373721,1.387110423,NA,1
-2.338097935,-0.281022585,NA,0
-3.784152182,2.228559598,NA,0
1.093201072,6.090610238,NA,1
-2.140933563,0.66584367,-0.440694107,0
1.334995736,2.112996994,0.823730961,0
1.061680232,2.714500161,NA,0
-3.795159116,1.167783404,NA,1
3.178296987,5.655922272,NA,1
-0.150315616,2.579735937,NA,1
1.4614428,2.371623091,NA,1
1.598592345,1.123381835,NA,1
1.692142497,2.39916151,1.175725048,0
-2.288788725,1.987437804,NA,1
-0.755899951,0.927567851,-0.351229491,1
3.93659258,5.149906188,0.789998023,1
-2.009174298,1.022868511,NA,0
7.053180074,6.064387086,NA,1
-1.512482813,3.642616654,0.689455646,1
0.769376844,-0.161022901,NA,0
3.100138843,0.015167024,NA,1
-1.121237108,1.719194185,NA,0
2.603205071,3.039050568,NA,0
-3.44028257,0.436644361,NA,0
5.055627103,-0.4104757,0.010906014,0
-1.578721767,1.138051885,NA,1
-2.146805567,2.32582272,NA,1
1.20429592,1.425737112,NA,0
0.634595264,-0.055776364,NA,0
1.593328276,1.528782816,1.048299665,0
