X_tilde,Y,X,Z
2.309127722,3.826843968,0.425803567,1
-4.693284239,1.15137727,-0.408024916,1
-1.886750051,-0.451555928,0.038599512,0
-2.526306951,2.127026036,0.744706424,1
4.169666899,0.820343152,0.510889703,1
3.765720557,6.459225105,2.171325722,1
-1.025252293,1.801038866,0.519061351,0
1.136368845,2.4062146,0.989081789,0
-1.644237719,1.893083273,-0.355635615,0
1.233067197,1.915558159,0.383716514,0
-0.75423369,-0.165321187,0.714024897,0
-1.243991537,-1.165853788,-1.185519489,0
-0.426460641,1.368495275,-0.422561701,0
1.742023558,2.037160934,-0.215102813,1
2.072466254,1.043729888,-0.342331422,1
1.124578274,1.962702771,0.939711829,0
-2.26704043,2.617079247,-0.298608498,1
-4.414387462,-0.520255806,-2.096494227,1
-3.000080183,-0.261086447,-0.352831065,0
0.301692804,2.808051288,-0.800755964,1
-1.772908589,0.659546405,-1.227794388,0
-2.843120207,1.688288809,-0.456718338,1
-0.092809776,1.734448087,0.627879166,0
-0.478886433,1.477199496,-0.192079962,1
-1.455600672,0.049241463,-0.475789475,0
-1.254480611,2.34659959,0.467351639,1
5.363559411,3.885518249,0.964459701,1
-1.056300666,1.081009753,-0.28603137,1
-0.34338834,1.825672672,0.072533716,0
0.554971881,-0.985796386,-2.143632351,0
-1.878979415,1.465331782,-0.892665637,1
2.649213863,3.439624979,1.362587795,1
2.990849748,1.056662045,-0.703185431,1
-1.477443812,1.720459611,-0.488304685,0
2.761757504,0.840735124,1.222650764,0
-0.949278778,0.858426546,-0.067812009,1
-2.381119332,0.478506415,-1.71132619,1
-0.389613439,0.213692329,-1.25599897,0
2.806391874,3.05264235,1.014828149,0
0.234343988,2.013849208,-0.13981276,1
2.29948163,-0.437166013,-0.700614004,0
2.796961619,-0.024118886,-0.939520604,1
-2.188582516,2.647395625,-0.051265301,1
-2.822320121,-0.80366039,-1.719500141,0
-2.078235145,-0.096593563,-0.467744603,0
-0.288125729,-1.772862934,-1.723594204,0
2.001466092,0.229616683,0.098946494,0
-1.673960282,3.086449199,0.722578804,1
0.808734206,0.712703564,-1.241795061,0
-2.749246036,0.228035681,-0.391424031,0
-1.466090251,1.071222852,0.235405897,1
1.851365318,3.845630255,1.805121713,1
-1.082303989,0.133180129,0.033079838,0
3.530589867,5.70590166,2.331405339,1
1.393524832,2.963504597,2.561050627,0
0.746808941,2.963221848,0.660015227,1
4.052759032,1.603853489,1.116608658,1
0.604139076,1.226228208,-0.05264171,0
2.265786676,-0.962653323,0.345974343,0
2.200689489,2.044441905,-0.554951975,0
-0.294284274,1.037181456,-0.450461155,1
-1.79606351,-0.447096611,-0.194036669,0
1.914715793,3.572757266,0.676333173,1
1.852081082,4.276027933,1.237791489,1
-0.43153427,2.561144582,-0.198167539,0
-1.607980747,0.531738058,-1.014226548,0
3.001865976,-1.150071427,-0.896380119,0
-2.125131793,1.576254435,-0.690728768,1
-0.653548767,2.65531417,-0.521778493,1
-5.13094324,-0.913210557,-1.575122299,1
-0.245665576,1.092211893,-0.124631888,0
-0.678745033,3.159378802,1.306535552,0
2.132492113,3.079497391,2.770900814,1
-1.14611658,1.437536842,-1.073692039,1
-2.914503523,-0.192736021,-1.5906989,1
-0.696181063,2.569196123,0.706975486,1
-2.37197863,2.939373384,0.861593203,1
-3.726190697,-0.990141412,-1.203126166,1
-1.072191663,2.990776838,1.102270735,0
-0.599056242,3.379093095,0.362140366,1
-1.775167241,2.76558205,0.984410797,1
1.584758165,1.774402036,0.470633118,0
-2.764639782,-0.371663681,-0.629900613,0
-1.311754792,1.153352463,-0.841707882,1
1.540907003,3.591031749,1.21272608,1
2.280708393,-0.179860439,-0.304023017,0
-0.778149724,-1.964415178,-1.626468149,0
2.242896799,4.594181564,1.911862181,1
-1.754612428,-0.175107443,-0.52566663,0
-0.675799862,2.855295303,0.189797347,0
2.083194618,4.125133589,2.133256024,1
-2.007427305,4.751169642,1.225304832,1
-1.167396526,1.4474606,0.395369672,0
3.980061748,1.140608862,-0.287375757,0
-1.474563453,-0.56992664,-0.472936811,0
0.973162708,0.340252038,0.686818005,0
-2.189550768,1.969396892,0.047689264,0
0.193126642,0.404658493,0.669137447,0
-0.471969217,1.836460564,-1.115863276,0
-0.11135865,2.552101961,0.608940785,0
2.748080267,2.425434005,1.450550113,1
-1.844908768,3.666745243,1.253755458,1
-2.659865381,-1.99396612,-1.975733398,0
-0.406759831,6.332005898,1.86435914,1
-0.260612483,1.9285195,0.997489427,0
1.945783012,3.086729144,0.623889228,1
0.064229512,3.921245522,0.305462179,1
0.864426207,3.79814336,1.005478117,1
0.047229913,0.773025519,-0.590375068,1
-1.414379423,0.713331615,-0.607505562,0
0.942046294,-0.072783013,-0.700598869,0
-1.100985677,0.650724776,0.190172386,0
-1.109085021,1.410087492,0.537895768,0
0.172857716,2.113264096,1.145886816,0
1.409583358,0.693520847,-0.918813604,0
-1.102707638,3.691875181,1.033016516,1
1.625326917,3.349602364,1.836127988,1
0.548049748,-1.040935741,-0.393846371,0
-0.675415252,1.152812072,-0.360320431,1
3.068798987,3.953153684,0.51745635,1
1.648269019,2.08704612,-0.021357728,1
-0.972430938,0.739095634,0.349611539,0
-0.531387764,2.3437398,-0.096383272,1
0.054083715,-0.444516692,-0.763165418,0
-0.676309415,4.997134176,1.187969753,1
1.220275077,1.328672345,0.62528228,1
-1.380782022,2.616398039,0.258679101,1
3.296084919,2.676000257,1.077724686,0
1.594713967,3.325338738,1.273061677,1
-1.627356874,-1.021094419,-1.992895854,1
0.868733695,4.573517177,0.933749139,1
-1.664112208,-0.321104055,1.319037571,0
-1.464367028,1.413948403,-0.481333502,0
1.315067452,3.618253428,-0.312416623,1
5.286854819,5.147979826,1.720484205,1
-3.570766203,-1.935200603,-1.792172365,0
2.213751668,3.97318074,1.553793419,1
1.094581468,3.121625738,0.368894819,1
-3.68610899,0.027019917,-1.193961868,0
1.30874633,-0.195662852,-0.2468619,0
-1.578637125,0.265496085,0.683297623,1
-1.524535394,0.869507952,-0.002202068,0
3.613717775,3.986969558,2.596039401,1
-0.691792169,1.006014823,-0.560698252,0
-1.404217013,1.829009986,0.00147387,1
-2.423271227,1.353184428,0.325345021,0
-1.081529713,0.927546468,-0.791616325,0
1.215049801,0.603413037,-0.264468341,0
-1.290620055,1.11329161,0.839943554,0
-0.86129953,1.02062703,-0.253368626,0
3.176016101,3.509692845,0.021307011,1
0.984130957,0.027102327,-0.726108707,1
5.251010499,5.136867176,2.291052344,1
-0.892181593,0.651602838,-0.720834242,0
-1.690891615,3.421787232,0.971674066,1
-0.854779971,-1.600089717,-2.294397292,0
1.174904086,1.488912548,0.264694258,1
-1.776871891,1.32049741,-0.115983129,1
-0.011477351,1.2588618,0.039453418,1
0.892804026,2.512756608,-0.032874557,0
-1.138049499,-0.30812463,0.546424162,0
1.77785364,0.759300509,0.423701503,0
2.125352083,2.520419348,0.302078154,1
-0.313944624,2.414966036,-1.687581462,0
1.462813732,4.648046461,1.209757782,1
-1.130899097,2.899172455,1.199578934,1
2.21580608,3.876222864,0.600139257,1
0.063746514,-0.342518051,-0.419575643,0
-1.998015406,-0.780386408,-0.628814124,0
2.307572208,4.399807361,0.844877402,1
-2.481175927,-0.709298499,-0.687530019,0
3.195423791,2.774722717,0.528847922,1
-3.408230964,0.389864172,-0.691284068,0
2.102867192,1.298349511,-0.252323893,0
1.70136076,2.602861747,-0.055105728,1
2.888579591,3.061117325,0.906876377,0
-0.464950119,2.854623509,1.448039487,0
-1.474369273,-0.90829682,-0.81641191,0
1.043250404,1.835738708,0.38858954,0
-3.87190435,0.594246819,0.390425499,1
0.298612255,1.352555186,-0.132529646,0
1.714006192,3.063519872,0.684932705,1
2.377242855,1.780615765,0.99553664,0
2.765060923,2.808339308,1.167624221,1
1.346228179,0.655480104,0.215068174,0
0.418349366,2.413307029,0.160152072,1
0.166737985,1.70208622,-1.006776242,1
0.716803163,2.012776254,0.189422695,0
2.196453279,2.783670346,1.823091917,1
-0.109373248,1.910816633,-0.462361364,0
0.46135638,2.546441382,0.663037204,1
1.860705974,3.191895538,-0.289499294,1
0.810631144,1.479808005,0.068622393,1
-0.505964493,2.156533432,0.52038137,0
0.569232413,2.198172951,1.006513109,1
1.359770594,2.785003075,0.976301018,0
-1.790771591,0.19320326,-0.257859067,0
0.264260323,0.583275592,0.495961086,0
-0.069272676,1.920129286,0.709813465,1
3.188693868,2.924936345,1.130443236,0
-2.733601491,0.948799365,0.3136222,0
1.262500652,0.645927941,-0.077384424,1
2.54063171,2.234047661,0.469012173,1
-1.902314711,1.817939817,0.185272809,0
1.967762995,2.695071037,1.013623708,1
0.420127818,1.65053334,0.69370421,0
0.470551793,1.880435931,0.838452636,0
2.629930735,5.308351687,2.709135975,1
0.693106541,-1.466258356,0.267246392,0
2.219554176,0.068101294,1.890125984,1
3.594757814,3.925427827,2.068349101,1
-0.178673079,2.302363255,-0.667294639,1
-3.252813103,1.562800341,-0.45042973,1
2.619808991,4.296263062,2.218589737,1
-0.954458871,0.863509939,0.649166701,0
-2.159252012,1.220038337,-0.297241517,1
4.313395451,3.65411032,1.894951827,1
2.212251172,1.239231852,0.060045405,1
-0.940663527,1.046698378,-0.407771887,1
4.884967122,0.317444716,-0.10529561,0
0.943807825,0.865242838,0.47003737,1
2.06900023,0.384198367,0.756425877,0
-0.745246427,0.52912607,0.768081848,0
-1.148034708,0.520377545,-0.409817626,1
2.134712949,4.329235567,1.461998303,1
-1.162040285,2.086231515,0.656536497,1
0.901108869,1.556308038,0.55844049,0
1.790579274,1.145353653,0.511161221,1
0.247068933,1.022265141,-0.511929804,1
-2.093146707,2.314788336,0.39148623,1
-0.928511476,1.964522029,-0.106569971,1
1.272475517,2.950086683,-0.031382687,1
2.078263408,2.483021622,0.471202197,1
1.317396537,3.795344478,1.158049142,1
2.245774815,2.735148289,1.396729418,1
-0.521255647,2.741626541,0.315870244,1
-2.636016394,-1.029044139,-2.157754846,1
-2.659106451,0.54106112,-1.164164034,0
2.523485515,1.580494602,1.400186498,0
-4.134161814,0.138961313,-1.606565256,0
0.006076448,0.473690357,-1.415958089,1
0.574171237,1.549217464,-0.072396654,1
3.573695486,5.564247501,2.44589428,1
1.481582802,2.601512064,2.749703889,1
1.525170405,2.214472474,1.731825308,0
-0.729201841,2.024124805,-0.342447279,1
-1.107634688,0.076646259,-0.39010314,1
-2.68754396,0.710977453,-0.685882942,0
0.975552709,-0.978526777,0.480656874,0
0.545431518,0.863352388,0.114702111,0
-5.3587773,-0.333587663,-1.92821133,0
2.865728805,4.480774424,2.308397332,0
-0.083426924,4.125256491,1.364673392,1
0.685867149,-0.1364872,-0.697343358,0
2.517351108,4.044975475,1.277482698,1
3.953573003,2.466103626,2.83932434,0
-2.491587317,1.838586099,-0.218028615,1
0.319197061,3.344635058,1.655496518,1
2.174895687,5.302875519,2.235919438,1
0.72929226,3.584249892,1.697311709,1
0.347538705,3.461212618,1.006553316,0
-0.510943852,-2.047134429,-1.241265329,0
1.346329271,0.547809515,1.105919382,0
1.315316322,4.044147311,1.726898104,1
-0.6355379,-0.226704705,-0.552195946,0
-1.273244125,0.950563863,-0.752828355,0
-1.566583635,0.902148642,-0.582028434,0
0.775626529,-0.568112373,-1.311817615,0
1.38940978,5.601421636,2.26197263,1
-4.418358742,-1.05800323,-2.421672657,0
0.895721442,1.219455543,1.448153213,0
1.099981078,1.271458854,0.466359481,0
0.589027152,3.307556632,0.621713147,1
-1.659783987,0.986816644,-0.940667043,1
0.797717362,4.118328996,1.568742447,1
1.860866641,1.696677063,0.114301042,0
-0.057309596,0.967818816,-0.221637299,0
0.15201382,0.825386734,0.333886626,0
-0.288152121,1.155928593,0.257057249,1
-1.300966644,1.614030466,0.028512266,1
0.486657576,1.280281669,-0.093813098,1
3.263774203,0.128569863,-0.21067061,1
-1.882666422,2.379493593,1.151611296,0
3.432697088,3.379560988,-0.010868743,1
1.235981889,4.052783,1.969546267,1
-0.292374363,-1.210553383,0.7150738,0
2.316315235,2.158401552,0.773159224,0
3.750832483,5.689720362,3.027939965,1
1.166690581,1.343092961,0.193248071,1
0.795250033,1.292651525,-0.444780484,1
1.408314232,1.575313249,0.823451122,0
0.03734242,2.742521565,0.521017103,0
1.668407915,2.688756053,1.702288398,1
-0.249328986,1.657902038,0.24548918,0
1.36604561,1.569988439,1.041124593,0
-0.16797677,-0.397616608,-1.631954115,0
0.034704271,2.585874482,0.233143485,0
-0.505675318,0.827952894,-0.342656906,1
-0.558469119,0.771981333,1.188539393,0
0.353886406,3.594853553,2.128636091,1
0.538695927,3.210776672,0.953318237,1
-3.754180133,0.929704243,0.157695113,1
-1.117312257,2.68350096,1.209400302,1
-0.339214205,1.13664156,0.365993749,0
1.954278915,1.466731748,-0.222293099,1
4.639975224,2.2821758,0.127547409,1
-0.536156812,1.294785015,0.890994154,0
-0.487328246,3.553054809,0.755518756,1
-1.111262963,3.160460856,1.086950101,1
-1.554434373,-0.16368436,-0.448138087,0
-2.427136323,-2.524801737,-2.310896167,0
1.776828963,0.338192948,-0.047243808,1
3.038631109,4.19245885,1.073681766,1
1.709208974,0.469528329,-0.035417861,1
2.351198384,-1.187993997,-0.731781807,1
5.470399103,3.457216715,1.728732003,0
1.44912995,1.815641498,0.146587131,0
4.664216081,2.229542325,1.833669588,1
-1.514128138,1.620146274,1.018744095,0
0.426000996,4.786196072,2.135974722,1
0.057586122,0.029045891,-0.000517025,0
-0.962148495,2.044065613,-0.462852662,0
-4.109704361,-0.026659437,-1.340457555,0
1.247460978,0.562797128,0.581291636,0
1.553500588,2.216097268,1.042066207,1
0.646685837,3.127479362,1.734015713,0
3.769754035,0.497092698,-0.143799176,0
2.683516189,2.640323069,1.47851191,0
-1.173874596,0.798427535,-1.235710079,1
-3.989699672,-2.169104397,-1.964422478,0
-1.375215098,0.29512146,-0.745147632,0
5.51906,2.295694834,1.594604854,1
-0.045868135,1.399979626,0.491157578,0
-2.98578571,-0.678596957,-2.758010533,1
1.07881243,-1.87877704,-1.443405271,0
-1.965115123,1.418334963,-0.862799149,0
2.489619359,4.353524144,2.074808468,1
-0.329148838,2.070738502,-0.493184553,1
-0.554996125,2.138854597,0.781577213,1
-0.941203316,0.725468701,-0.806143793,1
0.320968806,0.625439644,-0.764359365,1
-2.079369298,4.378383269,0.887366331,1
1.001927748,2.711557558,1.293864239,0
0.23542242,0.15709546,-1.135928874,0
-0.648573109,1.324139494,0.273485601,1
1.638103787,4.22255487,1.153080037,1
-0.59636295,2.536450902,2.464232164,0
-4.107993859,-0.279733786,-2.074292611,0
-0.584279626,4.368059326,2.409012305,1
-0.161159836,1.543258866,-0.686712706,0
-0.022975349,1.124573051,-1.096204869,1
1.490553465,3.90498977,1.70992995,1
-1.95125187,2.515223207,0.628106661,1
0.851584273,-0.112521381,-0.716159147,0
-1.135460737,2.171697053,-0.793674827,1
-0.213580054,1.518601783,1.816566415,0
0.235533854,2.224847102,-0.426844098,1
3.964785718,2.012104271,0.197306837,1
-2.106811387,0.916623969,0.537005076,1
3.02448552,2.046204092,0.099473039,0
0.180820824,1.502930291,-0.157446956,1
0.936204193,3.031214687,0.060811318,0
0.034264854,-0.020090813,-1.255861721,1
-2.076685707,0.458850374,-0.298955318,1
2.294845885,0.157858938,1.245821423,0
0.52538671,1.547918103,-0.760049528,1
1.857650354,0.96950087,0.330303549,0
1.120725504,3.98111586,1.180488806,1
1.219327086,1.502508315,0.660425397,0
2.430642316,2.983873139,0.433933817,0
0.297576174,2.620488324,1.476789105,1
-1.312096792,1.064504948,0.076113393,0
-2.608151429,0.479795587,0.856664907,0
-0.823617256,2.229559216,-0.015006536,0
4.485768396,3.3700328,1.619678685,1
-1.853314004,-1.218392156,-1.590895018,0
0.91408172,1.235063065,0.950905402,1
-3.56075517,2.334162954,0.619703825,0
2.935105252,3.062005495,2.30725788,0
-2.59023063,3.238370658,0.400384679,1
0.186703783,2.261278683,-0.287968841,1
0.255063761,0.298347632,0.050502589,0
-1.807108097,-0.398668946,-0.759393395,1
3.171845701,1.31471464,0.008256522,1
-1.672605716,1.351515638,0.182338857,1
-0.496543659,1.743580254,1.172198644,1
-2.660060691,1.414576876,1.138788503,0
2.349301039,0.796906791,0.495132414,0
1.752184739,0.925474822,1.005641022,0
-2.977265024,-1.127899276,-1.142391707,0
-3.893406238,0.834118859,-1.287788376,0
-0.918683379,0.864261716,-1.003416445,0
-3.330303218,0.76308337,-1.57258499,1
2.031543612,2.924442409,0.383095033,1
2.778614531,2.994639606,0.451353189,0
1.711117408,0.19180235,-0.663876114,1
-2.719734917,2.352927603,-1.058346264,1
-2.193977525,0.153221091,-1.325068031,1
-1.229667168,0.032610431,-0.554415168,0
2.807212588,4.1170193,1.489269353,1
2.141720477,2.048474327,0.892947209,0
5.808827244,4.008644221,2.386106092,1
2.054169745,1.954261921,0.043179991,1
-2.170457879,-0.53141808,-0.942738983,0
1.032420099,2.214104459,0.083128662,1
0.95806016,0.20011579,-0.833382765,0
-2.83364889,1.68064308,-0.203460751,1
1.165247249,2.285212165,-0.419029487,1
-0.582469436,0.623174069,-0.038893326,0
4.912694676,2.219654395,1.389887745,1
2.799470049,5.105090781,2.225296008,1
-0.347293459,2.406539712,0.833769519,0
1.39031661,3.111551593,1.414353053,0
1.94905388,0.939726207,1.370267496,0
-1.322117011,2.453843374,1.521706337,0
1.352040195,1.939390401,0.732098059,1
0.741098914,1.806270138,1.27193363,1
-1.062431745,2.603755452,0.504215964,1
3.007043569,3.199284531,0.213177306,0
-1.496901606,1.069574306,-1.233968449,1
0.157928431,3.31936963,0.715299426,1
0.122964929,2.803464514,1.858680344,1
-2.717505314,0.828028176,0.477146106,0
-1.66266734,0.771390776,-0.798521074,0
4.394168014,4.148841068,1.528198968,1
-0.397382671,0.932924432,-1.541520126,0
2.877078835,2.250903465,1.548594204,1
3.975199204,0.709950219,0.270212737,0
1.543756944,1.784466771,1.146370193,0
-0.402620947,-0.196540591,-0.352867471,0
1.865784283,3.940223015,2.322074655,1
-0.026344199,-0.151630459,-0.881353181,0
-4.629053576,0.135834251,-1.912115944,0
3.605506927,1.747108229,1.065021461,1
1.112637388,2.421530868,0.997532351,1
1.881275438,2.54936334,0.473463091,0
-2.160226126,-0.951264382,-2.000130848,0
-0.030495683,1.395536397,0.34561095,0
2.706313297,-0.057595908,-1.495759235,1
0.551347116,2.736054237,1.487601677,0
-0.637439071,-0.044709871,-0.160288062,1
0.763573126,2.887791334,0.679607695,1
4.038586198,1.992254681,0.382969971,0
0.920425815,1.781670312,0.902509389,1
-0.596802023,2.551972195,0.188668753,1
0.798116707,1.400597849,-1.567508067,0
2.380788596,1.380020754,1.455215627,1
2.659723199,2.140303849,0.009110208,1
2.919445193,4.207361746,0.695446302,1
2.082514655,-1.015390938,-1.487785238,0
1.226907173,1.370777111,0.711459373,0
-5.177964578,1.100992902,-1.946312284,1
1.750318235,4.154759758,1.329315321,1
-0.152256343,5.983114729,2.382644376,1
-3.211702603,2.290312755,0.057919158,1
0.469633329,0.391585771,0.10229462,0
1.555968179,-1.126129778,-0.638782333,1
-0.585412443,3.280485826,0.433478488,1
1.391959256,0.655518698,0.052944085,0
0.373283704,2.611355936,0.853879088,0
3.254922217,5.10886209,2.688284167,1
0.40467011,2.048575768,0.146813091,1
3.650275761,3.598886594,1.225357165,1
-0.488117286,1.95718958,-0.23080667,1
1.372072512,3.769130088,1.092871604,1
1.687144827,3.59276796,1.789094851,1
2.539025767,1.406697129,0.087282111,0
-1.948432512,1.557187791,0.318032013,0
-2.43351842,0.831473942,-0.813950326,0
-1.13893304,3.105718756,0.846454402,1
-2.372445077,0.986475748,0.345312767,0
-1.167922379,1.288211748,-1.053851294,1
1.16869169,3.906161377,1.141050628,1
-2.826730916,1.016499065,-0.394210252,1
4.171375379,3.6599281,2.7902228,0
-1.053336884,1.145558206,-0.807279423,1
-0.322794666,3.020890181,1.028586348,1
1.178938429,0.186222781,-0.680646444,1
5.280099802,4.758327441,2.365091272,1
-1.269662151,0.904130086,-0.546308051,1
2.598039616,3.458843426,1.601418174,1
0.526699417,3.334704434,-0.355924674,1
-1.942804934,-0.624279742,-0.875921704,0
1.142885732,4.166156748,1.586015295,1
1.279370393,1.029101522,0.053737191,0
-1.391760076,1.216886977,-1.508961804,0
-2.717156214,-1.042376641,-1.000663775,1
0.479138314,0.885819628,-0.593292317,1
1.399342766,4.786409533,1.103137974,1
-1.284145905,2.713620858,0.863645996,0
1.170924158,1.797637103,1.773787562,0
-0.877590175,2.837973525,1.518627813,0
0.562926613,1.70421573,1.128352002,0
2.232051411,4.802243037,1.42054999,1
2.033878842,4.088707289,2.362613782,0
-0.549443084,-0.149422269,-1.006980044,0
0.025108555,4.233955988,0.648118104,1
-1.469393002,3.38322814,1.008317622,1
-0.161411292,1.152493082,-0.418806071,1
-0.818491121,3.12823151,1.026844463,1
-2.338691571,0.409419539,-0.729741184,1
2.49745886,0.767342358,-0.422261444,0
1.00109084,0.167129645,1.017297618,0
0.646585816,1.61561677,0.473328438,0
0.223218837,3.469938432,0.993335634,0
1.026707701,3.414859689,0.933857596,0
-2.134591975,2.617009658,0.863287761,1
-0.393883769,4.091808638,0.376976627,1
0.657782903,4.573740618,1.59273665,1
1.815159558,1.284888615,0.154036542,0
-0.086203306,-0.847101203,0.326862433,0
-2.557530475,2.619022413,0.724363667,0
4.050786955,4.075173472,2.753710288,1
-2.535526762,1.702304064,-1.056971285,1
-1.600754898,2.1163043,0.627057163,1
-2.230142323,-0.603329009,-0.884026452,0
-3.13751156,3.969672841,0.930589201,1
-0.312213189,0.042187871,-0.830341438,0
-1.487590694,-0.941787914,0.551446551,0
3.039289259,3.059962351,0.527923226,0
2.110511625,2.216548341,0.715105188,0
-0.04349722,3.284317676,0.177819212,1
-2.3879274,2.807097593,0.635379151,1
1.566094441,2.54002072,1.468789627,0
0.027097052,0.099248601,0.323327958,0
-2.163208251,2.180864825,0.308285982,0
2.311072662,1.699607593,1.558632845,0
0.824440866,5.105101069,0.699960051,1
1.74791086,2.812457013,0.441845072,1
-0.819711284,0.481448419,-0.992023305,1
-3.172297953,1.183970291,-0.592851201,1
-0.747981335,1.510159265,1.444573878,0
3.031367961,1.218549795,0.358301638,0
-2.772917935,1.117022592,-0.331693656,0
-0.227760925,2.223217763,0.003164602,1
1.715162674,0.505052592,-1.000176378,0
2.03964153,2.153462135,0.492782412,1
1.859949746,0.406656036,-0.40593549,0
-0.467530954,0.553906444,-1.172485566,1
3.133739682,1.654678423,0.10428843,1
0.017389291,1.531308552,0.437661245,0
1.814897209,0.698763873,-0.191393717,0
0.584785733,-0.164945299,0.405152707,0
4.347670866,2.064235589,0.681592002,0
-0.455816678,2.971158418,0.340377239,1
-1.798210199,-1.144568693,-1.408784056,0
1.204857975,2.019837734,0.416984547,1
-0.011991027,-0.848329245,-2.153192397,0
1.904421713,2.616251862,0.679991998,1
-0.771044992,2.803977102,-0.810107398,1
-1.060970718,2.40769309,0.885851618,0
-2.432436043,0.155526392,-0.122891856,0
0.507508698,2.404218269,0.793918636,1
-5.957861413,0.493512258,-1.433251334,0
2.999782964,1.608730546,0.422622655,1
-0.358460186,1.27006053,0.669774793,1
0.653805662,3.301040866,1.143430081,1
1.515835443,3.49210477,1.562322216,1
-0.537709037,0.937342821,-0.321641991,0
0.36093125,3.034265452,1.420083403,0
0.108489626,2.331649453,0.625713597,1
0.899079292,1.699318839,1.246614546,0
-0.342165114,0.681589354,-0.890036686,1
-1.105600907,2.559500855,0.438164933,0
-0.707253524,1.811696861,0.688008183,1
0.129176163,1.307637125,-0.076656286,1
2.184213517,2.646987463,1.363329204,1
3.046434164,4.500307124,1.237010576,1
-1.867583197,0.552023787,-0.70080771,0
-2.148735213,2.302923532,0.376195588,0
1.034070747,1.185382181,-0.14209958,0
0.975786064,0.828577827,1.310862735,0
3.792098866,2.819994669,1.823840262,0
3.126426651,2.883339242,0.35307978,0
-0.105697872,3.213347344,1.41238871,1
0.291861376,4.25902655,1.330048605,1
-1.113617339,0.304904067,-0.491300143,1
-1.162464482,-1.605158106,-1.58215369,0
-1.392959796,4.106045832,0.855374718,1
-0.01850999,2.628135692,2.246807552,0
1.711357606,0.236859907,0.031695506,0
2.346533917,-0.406048622,0.238282405,0
-0.448088154,0.420313361,-0.728887209,0
2.137677877,1.76170288,1.181077047,1
-1.824054383,0.20562956,-0.089007805,0
-5.028765752,-0.773917282,-2.027229995,1
1.228875158,3.86224556,0.881197516,0
0.101140523,3.888097187,1.105083235,0
-1.008663582,0.8651771,-0.000872417,0
3.08687284,2.466972257,0.344382054,1
2.106307867,2.750507226,1.660346306,1
-0.560420755,3.051757009,1.10414095,1
0.490268129,2.208553439,0.209294572,0
-1.395946514,0.5697401,-0.008608557,0
-1.578667589,1.527221416,-0.534132895,1
-0.581089551,2.046852584,0.210139375,1
0.594407521,1.627601839,0.415649756,1
-1.454854001,0.276879194,-0.216865017,0
-0.027694058,3.819255318,0.560786897,1
0.869227472,2.845031915,0.539682906,0
-3.782985037,-1.031460315,-2.430703427,0
1.512073609,2.128343269,0.353013204,1
-0.800457795,1.514681812,-0.126185597,0
3.000010529,0.257002078,0.624948319,0
3.488217521,4.114461438,1.299239692,1
-0.087458395,1.970534909,0.939740502,0
-0.424694076,3.328220654,0.646205717,1
4.437086579,1.959190908,0.765717417,0
3.954091486,5.429412311,3.252736333,1
-0.222778365,-0.390411372,-1.607831689,0
1.989476901,3.153839167,1.575714646,1
-2.906858496,-0.096168426,-1.465535288,0
-1.119757973,1.637824814,-0.984193053,0
-3.148784458,1.716423394,-0.334941098,0
